evidence_id,research_topic,source_id,evidence_type,country_or_region,setting_or_context,person_or_group_involved,stage_or_process_step,topic_category,condition_or_issue,finding,what_happened,what_was_identified,what_was_missed,cause_or_contributing_factor,outcome_or_consequence,evidence_quality,source_url_or_identifier,product_or_system_implication,notes,date_packaged
E-011,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,specialist clinic; hospital outpatient,Rheumatologist; covering physician; clinic staff,labs ordered; lab interpretation; follow-up; specialist review,unknown,Giant cell arteritis monitoring / relapse risk,unknown,unknown,unknown,unknown,Result ownership broke during absence coverage and ambiguous patient identification.,unknown,high,https://psnet.ahrq.gov/web-mm/out-sight-out-mind-out-office-test-result-management,"Enforce patient-identifier confirmation, abnormal-result task persistence, and coverage acknowledgment until action completed.","Out-of-office workflows are diagnostic-safety workflows, not clerical side effects.",2026-05-30
E-012,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,inpatient ward; discharge; follow-up,Laboratory staff; bedside nurse; attending physician; primary team,lab interpretation; discharge; handoff; follow-up,unknown,Listeria bacteremia,unknown,unknown,unknown,unknown,Pending microbiology result changed after patient left the hospital.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-recognition-positive-blood-culture,"Create post-discharge microbiology result queue with accountable owner, escalation, and contamination-vs-pathogen context.","This is a success after delayed recognition, because readmission and treatment occurred.",2026-05-30
E-013,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,emergency department; inpatient ward,ED clinicians; inpatient team; hospitalist,medical history; labs ordered; lab interpretation; inpatient reassessment,unknown,Thyroid storm,unknown,unknown,unknown,unknown,Social/medication access history was clinically central but not integrated into emergency diagnosis.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,Connect medication nonadherence due to cost + vital-sign pattern + pending labs into endocrine emergency alerts.,Medication access problems can be diagnostic clues.,2026-05-30
E-014,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,emergency department; inpatient ward; repeat admissions,Multiple inpatient teams; later recognizing physician,repeat visit; medical history; lab interpretation; long-term monitoring,unknown,Myxedema coma / severe hypothyroidism,unknown,unknown,unknown,unknown,Repeated admissions became a loop of familiar diagnoses rather than a trigger for diagnostic reset.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,Add repeat-admission diagnostic reset that surfaces unresolved abnormal labs and medication-risk links such as amiodarone-thyroid disease.,Included as a repeated-visit/endocrine masking example from same PSNet analysis.,2026-05-30
E-015,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,emergency department; inpatient ward; specialist clinic; follow-up,ED clinicians; inpatient team; neurologists; PCP,labs ordered; lab interpretation; discharge; specialist review; repeat visit,unknown,Myasthenia gravis / myasthenic crisis,unknown,unknown,unknown,unknown,A high-signal lab result was available but cognitively invisible across transitions.,unknown,high,https://psnet.ahrq.gov/web-mm/myasthenia-crisis-after-delayed-diagnosis-medically-complex-patient,Flag discordance between finalized lab results and notes that still say 'pending'; require abnormal-result diagnosis reconciliation before discharge.,Complex baseline disability increased masking risk.,2026-05-30
E-016,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,emergency department; specialist review; inpatient ward,ED clinicians; general neurologist; remote stroke team,nurse triage; first clinician assessment; imaging ordered; specialist review,unknown,Large-vessel occlusion ischemic stroke,unknown,unknown,unknown,unknown,A past diagnosis became the default explanation for new focal deficits.,unknown,high,https://psnet.ahrq.gov/web-mm/missing-large-vessel-occlusion-stroke-patient-history-seizures,Stroke-first pathway: require LVO exclusion before seizure explanation when focal deficits persist or presentation is high-risk.,A normal noncontrast CT does not rule out early ischemic stroke/LVO.,2026-05-30
E-017,"Research B - missed signals, diagnostic errors, and late discovery cases",unknown,case/example,United States,inpatient ward; discharge; skilled nursing facility; repeat admission,Ordering resident; primary inpatient team; cardiology/echo lab; SNF clinicians,imaging interpretation; discharge; follow-up; repeat visit,unknown,Endocarditis / infected pacemaker wires,unknown,unknown,unknown,unknown,Pending tests after discharge had no single accountable owner across settings.,unknown,high,https://psnet.ahrq.gov/web-mm/critical-echocardiogram-result-lost-follow,"Discharge-pending-test dashboard with responsible owner, recipient, criticality, and closure proof.","This case bridges hospital, resident workflow, and SNF handoff.",2026-05-30
E-018,"Research B - missed signals, diagnostic errors, and late discovery cases",S-005,case/example,England / United Kingdom,emergency department; hospital outpatient; referral,Radiologists; ED clinicians; reporting systems; pathway coordinators,imaging interpretation; discharge; referral; follow-up,unknown,Possible lung cancer or other unexpected significant radiology finding,unknown,unknown,unknown,unknown,Multi-step report-to-action chain had no assurance that action happened.,unknown,high,https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/investigation-report/,Create radiology finding lifecycle: unexpected finding -> recipient acknowledgment -> patient notification -> referral action -> closure.,System-level investigation rather than single patient case; retained because it documents real workflow failures.,2026-05-30
E-019,"Research B - missed signals, diagnostic errors, and late discovery cases",S-006,case/example,England / United Kingdom,public health screening; specialist clinic; hospital outpatient,Screening/pathology services; gynecology/clinicians; NHS trust,public health screening; lab interpretation; diagnosis discussion; follow-up,unknown,Cervical cancer,unknown,unknown,unknown,unknown,Screening result and symptom follow-up failed over years.,unknown,medium,https://www.independent.co.uk/news/health/cervical-cancer-screens-misdiagnosis-nhs-b2563898.html,"Screening safety layer: patient-visible abnormal-history timeline, second-review triggers, and symptom/result reconciliation.","Use cautiously: source is journalism, but cites legal admission/settlement and trust response.",2026-05-30
E-020,"Research B - missed signals, diagnostic errors, and late discovery cases",S-007,case/example,United States,primary care; specialist clinic; telehealth,Various clinicians across outpatient settings,first clinician assessment; medical history; diagnosis discussion; referral; long-term monitoring,unknown,Long COVID / post-acute sequelae of COVID-19,unknown,unknown,unknown,unknown,New chronic condition lacked stable diagnostic workflow and validation.,unknown,medium,https://www.sciencedirect.com/science/article/pii/S2667321522001299,Capture patient-generated longitudinal symptom burden and prevent closure solely because routine tests are normal.,Not one case; included as documented patient-voice pattern.,2026-05-30
E-021,"Research B - missed signals, diagnostic errors, and late discovery cases",S-008,case/example,International / mostly patient-reported,primary care; emergency department; specialist clinic,"Primary care, ED clinicians, cardiology/neurology/autonomic specialists",medical history; first clinician assessment; referral; specialist review; long-term monitoring,unknown,Dysautonomia / POTS,unknown,unknown,unknown,unknown,A simple orthostatic pattern is missed when symptoms are separated by specialty.,unknown,medium,https://www.dysautonomiainternational.org/page.php?ID=184,Add orthostatic-vital workflow and patient-triggered POTS screener for recurrent tachycardia/dizziness/fatigue complaints.,Survey has advocacy-source limitations but valuable patient voice and numeric delay pattern.,2026-05-30
E-022,"Research B - missed signals, diagnostic errors, and late discovery cases",S-009,case/example,England / United Kingdom,primary care; hospital inpatient; home/community visit,GP; hospital clinicians; family caregiver; coroner/inquest witnesses,before visit; first clinician assessment; inpatient assessment; discharge; long-term monitoring,unknown,Severe ME/CFS with malnutrition/dehydration risk,unknown,unknown,unknown,unknown,Functional decline and care needs fell between medical and social-care boundaries.,unknown,medium,https://www.theguardian.com/society/article/2024/jul/22/devon-woman-with-me-asked-gp-to-help-her-get-enough-food-to-live-inquest-hears,"Track functional intake, hydration, and care capacity as clinical red flags, not just social notes.",Highly sensitive case; included with minimal public details.,2026-05-30
E-023,"Research B - missed signals, diagnostic errors, and late discovery cases",S-010,case/example,United States,primary care; specialist clinic,Several doctors; later rheumatology,medical history; labs ordered; lab interpretation; referral; patient self-advocacy,unknown,Lupus / systemic autoimmune disease,unknown,unknown,unknown,unknown,Basic normal labs blocked deeper autoimmune evaluation despite systemic pattern.,unknown,low,https://www.popsugar.com/health/how-i-got-my-lupus-diagnosis-personal-essay-49345999,"Give patients structured way to upload symptom photos, family history, and flare timelines; flag repeated systemic symptoms even with normal basic labs.","Patient-story evidence; useful for voice/pattern, not incidence.",2026-05-30
E-024,"Research B - missed signals, diagnostic errors, and late discovery cases",S-011,case/example,United States,primary care; specialist clinic; inpatient ward; emergency department,Primary care; GI; eating disorder clinic; hospital clinicians; infectious disease,medical history; referral; specialist review; repeat visit; emergency escalation,unknown,Crohn's disease / inflammatory bowel disease,unknown,unknown,unknown,unknown,Age/gender assumptions diverted GI disease into behavioral explanation.,unknown,low,https://www.autoimmuneinstitute.org/autoimmune_stories/claires-story-gender-bias-the-long-road-to-diagnosis/,"Use red-flag pediatric/adolescent GI triggers: weight loss, fractures/malnutrition, recurrent admissions, infections, and persistent abdominal pain.",Patient-story evidence; included for bias/young-woman workflow pattern.,2026-05-30
E-025,"Research B - missed signals, diagnostic errors, and late discovery cases",S-012,case/example,Ghana,primary care; hospital outpatient; public health screening; traditional/community care,Hospital clinicians; traditional providers; patients/families,before visit; first clinician assessment; referral; labs/imaging ordered; repeat visit,unknown,Cervical cancer,unknown,unknown,unknown,unknown,Patients navigated plural care systems with incomplete diagnostic escalation.,unknown,medium,https://doaj.org/article/7ae6f62fe6174a639fc8a63fd8a97cfd,Design culturally aware referral prompts and community-to-clinic escalation tools for persistent gynecologic symptoms.,Important non-US/Europe pattern: hospital misses plus traditional-care pathway.,2026-05-30
E-026,"Research B - missed signals, diagnostic errors, and late discovery cases",S-013,case/example,Kenya,community health center; rural clinic; low-resource clinic,Caregivers; facility clinicians; laboratory staff,before visit; nurse triage; labs ordered; lab interpretation; treatment decision,unknown,Malaria / febrile illness in children,unknown,unknown,unknown,unknown,Diagnostic availability itself determines whether signals are identified.,unknown,high,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0001532,"Expose stockout-aware decision support: if RDT unavailable, record reason, alternative testing/referral, and follow-up safety net.","Included as low-resource workflow documentation, not a single missed-diagnosis case.",2026-05-30
E-027,"Research B - missed signals, diagnostic errors, and late discovery cases",S-014,case/example,Mozambique,low-resource clinic; public health screening; community health center,Clinic staff; supply chain; health system managers,labs ordered; lab interpretation; treatment decision; public health surveillance,unknown,Malaria / febrile illness,unknown,unknown,unknown,unknown,The diagnostic workflow fails before the patient reaches a test because tests are unavailable.,unknown,high,https://link.springer.com/article/10.1186/1475-2875-13-295,Integrate diagnostic stock telemetry into triage and surveillance; trigger restock/escalation before depletion.,Useful contrast to high-resource failures: missed signals can start in supply chain.,2026-05-30
E-028,"Research B - missed signals, diagnostic errors, and late discovery cases",S-015,case/example,"California, United States",emergency department; urgent care; primary care; inpatient ward,"Outpatient, ED, and hospital clinicians; public health investigators",first clinician assessment; labs/imaging ordered; repeat visit; diagnosis discussion,unknown,Tuberculosis with COVID-19 co-occurrence or differential,unknown,unknown,unknown,unknown,A dominant pandemic diagnosis crowded out another high-stakes infectious diagnosis.,unknown,high,https://wwwnc.cdc.gov/eid/article/30/1/23-0924_article,"Differential guardrail for syndromic overlap: when COVID is positive but TB risk/imaging exists, require TB-test decision capture.",Important example of context-driven anchoring.,2026-05-30
E-029,"Research B - missed signals, diagnostic errors, and late discovery cases",S-004,case/example,United States,emergency department; specialist clinic,ED clinicians; imaging/radiology; later specialists,emergency escalation; imaging interpretation; referral; repeat visit,unknown,Lymphangioleiomyomatosis (LAM),unknown,unknown,unknown,unknown,Unusual imaging pattern lacked a pathway from acute stabilization to rare-disease evaluation.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Turn radiology pattern + demographic + recurrence into referral prompts for rare but serious diseases.,Case catalog gives summary-level details rather than full report.,2026-05-30
E-030,"Research B - missed signals, diagnostic errors, and late discovery cases",S-004,case/example,United States,emergency department; urgent care,ED clinicians; urgent care clinicians; ultrasound/radiology; urology/surgery,arrival; first clinician assessment; physical exam; imaging ordered; repeat visit; emergency escalation,unknown,Testicular torsion,unknown,unknown,unknown,unknown,Adolescent torsion can present with abdominal symptoms and requires time-critical pathway.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,"For adolescent male abdominal pain/vomiting, force testicular symptom/exam prompt and urgent ultrasound timer.",Included because it maps a common stage failure: repeat visits without urgent imaging.,2026-05-30
E-031,"Research B - missed signals, diagnostic errors, and late discovery cases",S-004,case/example,United States,primary care; emergency department; hospital outpatient,ED/outpatient clinicians; health insurance/access system,before visit; medical history; referral; follow-up; emergency escalation,unknown,Colon cancer,unknown,unknown,unknown,unknown,Access barriers function as diagnostic black zones.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Offer safety-net tracking for uninsured/high-risk patients with family-history red flags and incomplete workups.,Useful access-to-diagnosis example; summary-level detail only.,2026-05-30
E-032,"Research B - missed signals, diagnostic errors, and late discovery cases",S-004,case/example,United States,urgent care; primary care; specialist clinic,Urgent care clinician; outpatient clinicians; later specialist,first clinician assessment; medical history; referral; specialist review; follow-up,unknown,Myasthenia gravis,unknown,unknown,unknown,unknown,Rare neuromuscular disease was hidden inside common constitutional symptoms.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Use progressive nonspecific-symptom timelines plus neuromuscular checklists before closing as routine fatigue/weight loss.,Summary-level evidence; included for rare disease and elderly missed diagnosis coverage.,2026-05-30
