package_key,package_filename,package_topic,table_type,internal_id,source_id,source_title,source_url_or_identifier,country_or_region,setting_or_context,patient_stage_or_process_step,condition_or_issue,topic_category_or_theme,finding_or_quote_or_case,what_happened,what_was_missed_or_identified,delay_or_timeline,product_or_system_implication,evidence_quality,source_file_path,evidence_ref
D_clinician,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz,Research D / clinician-side diagnostic pain points,quote,Q011,S024,KevinMD emergency diagnostic-error podcast / clinician commentary,https://www.kevinmd.com/2025/04/how-to-reduce-diagnostic-error-in-the-emergency-department-podcast.html,United States,emergency department,workflow visibility,,workflow visibility,Follow me around for a shift; see what my screen looks like.,Supports field observation and screen-level design.,,,,low-medium,02_extracted_evidence/quotes.csv,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q011
D_clinician,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz,Research D / clinician-side diagnostic pain points,quote,Q012,S020,The influence of difficult patient behaviour on physicians’ diagnostic performance,https://qualitysafety.bmj.com/content/26/1/13,Netherlands,diagnostic reasoning experiments,bias,,bias,Difficult patients may negatively affect doctors’ diagnostic reasoning.,Shows emotional/cognitive bias can affect diagnostic accuracy.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q012
D_clinician,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz,Research D / clinician-side diagnostic pain points,quote,Q013,S021,Diagnostic overshadowing in emergency departments,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0111682,United Kingdom,ED / psychiatric liaison,diagnostic overshadowing,,diagnostic overshadowing,Diagnostic overshadowing is the misattribution of physical symptoms to mental illness.,Keeps physical red flags visible in mental-health presentations.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q013
E_global,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Research E / global health issue identification,quote,Q001,S005,Continuity of care: delayed diagnosis in GP practices,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/,England,primary care / GP,continuity failure,,continuity failure,re-tell,Shows patient voice around repeated-history burden.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q001
E_global,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Research E / global health issue identification,quote,Q002,S006,Patients being harmed due to repeated mistakes reading scans,https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,UK,imaging / hospital,doctor did not listen,,doctor did not listen,tried to get doctors to listen,Shows communication/listening failure around missed imaging diagnosis.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q002
E_global,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Research E / global health issue identification,quote,Q003,S007,More action on sepsis needed as NHS Ombudsman still seeing same failings a decade on,https://www.ombudsman.org.uk/news-and-blog/news/more-action-sepsis-needed-nhs-ombudsman-still-seeing-same-failings-decade,UK,hospital / ED,red flag missed,,red flag missed,recognized the signs,Shows family perception that clinical red flags were visible but not acted on.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q003
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,quote,Q001,S20,Continuity of care: delayed diagnosis in GP practices,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/pdf/,England,primary care,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,“no-one else should have to go through what I did”,"Surface unresolved symptom threads, prior high-risk history and multiple-clinician patterns in the EHR.",,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q001
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,quote,Q002,S22,"Years of being dismissed, ignored and belittled: Endometriosis UK diagnosis report",https://www.endometriosis-uk.org/diagnosis-report,UK,primary care,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,"“I was constantly dismissed, ignored and belittled”","Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q002
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,quote,Q003,S23,The impact of waiting for care,https://www.healthwatch.co.uk/report/2023-10-03/impact-waiting-care,England,primary care / specialist referral,referral delay; no follow-up ownership; patient self-advocacy required,,referral delay; no follow-up ownership; patient self-advocacy required,"“severe pain, immobile and very frustrated”","Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q003
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,quote,Q004,S24,Patients being harmed due to repeated mistakes in reading scans,https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,England,hospital outpatient / imaging / ED,abnormal result not followed up; red flag missed; repeated visits ignored,,abnormal result not followed up; red flag missed; repeated visits ignored,“I really tried to get the doctors to listen”,"Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q004
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,quote,Q005,S29,Outpatient recovery and transformation improvement guide,https://www.england.nhs.uk/long-read/outpatient-recovery-and-transformation-improvement-guide/,England,hospital outpatient / specialist clinic,referral delay; no follow-up ownership; normal-test trap,,referral delay; no follow-up ownership; normal-test trap,“discuss with” rather than “refer to”,Record advice decisions with safety-net tasks and escalation criteria.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q005
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-001,unknown,,https://psnet.ahrq.gov/web-mm/endometriosis-common-and-commonly-missed-and-delayed-diagnosis,United States,primary care; specialist clinic; hospital outpatient,unknown,,unknown,'she was crazy',Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-001
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-002,unknown,,https://psnet.ahrq.gov/web-mm/renal-failure-due-benign-prostatic-hyperplasia,United States,primary care; specialist clinic; emergency department,unknown,,unknown,dismissive / berating,Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-002
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-003,S-006,Woman diagnosed with terminal cervical cancer after NHS missed smear tests,https://www.independent.co.uk/news/health/cervical-cancer-screens-misdiagnosis-nhs-b2563898.html,England / United Kingdom,public health screening; specialist clinic; hospital outpatient,unknown,,unknown,'trust their instincts',Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-003
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-004,S-008,Dysautonomia International POTS Patient Survey,https://www.dysautonomiainternational.org/page.php?ID=184,International / mostly patient-reported,primary care; emergency department; specialist clinic,unknown,,unknown,'all in your head',Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-004
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-005,S-009,Devon woman with ME inquest report,https://www.theguardian.com/society/article/2024/jul/22/devon-woman-with-me-asked-gp-to-help-her-get-enough-food-to-live-inquest-hears,England / United Kingdom,primary care; hospital inpatient; home/community visit,unknown,,unknown,'get enough food to live',Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-005
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-006,S-009,Devon woman with ME inquest report,https://www.theguardian.com/society/article/2024/jul/22/devon-woman-with-me-asked-gp-to-help-her-get-enough-food-to-live-inquest-hears,England / United Kingdom,primary care; hospital inpatient; home/community visit,unknown,,unknown,'We needed help. We all needed help.',Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-006
B_missed,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,Research B / missed signals and diagnostic errors,quote,Q-007,S-010,Lupus personal essay,https://www.popsugar.com/health/how-i-got-my-lupus-diagnosis-personal-essay-49345999,United States,primary care; specialist clinic,unknown,,unknown,anxiety was used against her,Shows patient or clinician voice linked to a documented missed-signal pattern.,,,,low,02_extracted_evidence/quotes.csv,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q-007
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q001,S001,Aggressive and dismissive treatment,https://www.careopinion.org.uk/1429947,UK,hospital / acute assessment,dismissal during assessment,,dismissal during assessment,I felt completely dismissed and silenced.,Shows patient narrative may be suppressed at the first clinician assessment.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q001
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q002,S002,Doctors are not listening to me,https://www.careopinion.org.uk/1258944,UK,primary care,one-symptom focus,,one-symptom focus,They decided to only treat the acid reflux.,Shows agenda-setting and multi-issue visit closure problem.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q002
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q003,S003,Left in pain and sent home with no diagnosis,https://www.careopinion.org.uk/1117906,"Scotland, UK",emergency department,normal-test trap,,normal-test trap,Still in severe pain and still have no idea.,Shows discharge without explanation or unresolved problem plan.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q003
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q004,S004,Dismissed an elderly person,https://www.careopinion.org.uk/1349233,"England, UK","A&E, GP, ambulance/111",prior cancer red flag missed,,prior cancer red flag missed,No one listened to us.,Shows repeated presentations and caregiver concern not integrated.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q004
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q005,S005,My daughter’s experience at CAMHS,https://www.careopinion.org.uk/176152,"Scotland, UK",CAMHS / adolescent mental health,family history ignored,,family history ignored,Refused to listen properly.,Shows caregiver and family-history signals can be excluded.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q005
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q006,S006,Denied ADHD referral,https://www.careopinion.org.uk/1167674,"Scotland, UK",referral triage,referral rejection,,referral rejection,Not even meeting me.,Shows administrative triage can feel like unsupported diagnosis.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q006
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q007,S007,Wrongfully diagnosed,https://www.careopinion.org.uk/1378025,"England, UK",documentation / portal,documentation ambiguity,,documentation ambiguity,No one had told me initially.,Shows patient-facing records can confuse diagnosis status.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q007
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q008,S008,Broken trust - clinical failings,https://www.ombudsman.org.uk/publications/broken-trust-making-patient-safety-more-just-promise-report/broken-trust-our-casework-evidence-clinical-failings,"England, UK",out-of-hours GP / ED,unsafe discharge,,unsafe discharge,He should have been in hospital.,Shows discordance between clinical signs and discharge decision.,,,,high,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q008
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q009,S018,Taya’s Story,https://www.endometriosis-uk.org/tayas-story,UK,specialist gynecology,gendered dismissal,,gendered dismissal,Too many women worry about endometriosis.,Shows concern about endometriosis can be minimized.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q009
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q010,S019,Orla’s Story,https://www.endometriosis-uk.org/orlas-story,UK,primary care,normalization of symptoms,,normalization of symptoms,Normal part of womanhood.,Shows severe function-impacting symptoms may be reframed as normal.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q010
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q011,S020,Dipika’s Story,https://www.endometriosis-uk.org/dipikas-story,UK,primary care to gynecology,rare/chronic delay,,rare/chronic delay,Finally had answers after 27 years.,Shows emotional relief after prolonged unresolved symptoms.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q011
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q012,S021,Stephanie’s Story,https://www.endometriosis-uk.org/stephanies-story-0,UK,"A&E, imaging, surgery",diagnosis communication gap,,diagnosis communication gap,I wasn’t given any further information.,Shows diagnosis label alone is insufficient for patient understanding.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q012
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q013,S022,"Debbie Cameron, Merseyside",https://www.bowelcanceruk.org.uk/how-we-can-help/real-life-stories/personal-experiences/debbie-cameron%2C-merseyside/,"England, UK",primary care,red flag missed,,red flag missed,I wasn’t even examined.,Shows physical exam/referral gap in bowel cancer warning symptom.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q013
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q014,S023,"Sarah McCollum, Surrey",https://www.bowelcanceruk.org.uk/how-we-can-help/real-life-stories/younger-people-with-bowel-cancer/sarah-mccollum-surrey/,"England, UK",A&E / referral,age bias,,age bias,Too young to have cancer.,Shows age can become inappropriate rule-out.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q014
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q015,S025,22-year-old diagnosed with terminal cancer after symptoms dismissed,https://people.com/22-year-old-diagnosed-with-terminal-cancer-after-docs-dismiss-symptoms-11855746,"England, UK",A&E,pain minimization,,pain minimization,Why would you come to A&E for back pain?,Shows functional impairment may be discounted until imaging access is forced.,,,,low-medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q015
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q016,S026,Wrong diagnosis killing many patients in Nigerian hospitals,https://businessday.ng/health/article/wrong-diagnosis-killing-many-patients-in-nigerian-hospitals/,Nigeria,clinics/hospitals,diagnostic drift,,diagnostic drift,I felt like I was going crazy.,Shows emotional burden of unresolved symptoms and repeated consultations.,,,,low-medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q016
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q017,S027,"Victims of wrong diagnosis, prescriptions in Kaduna, Katsina, Kano decry rot",https://gazettengr.com/victims-of-wrong-diagnosis-prescriptions-in-kaduna-katsina-kano-decry-rot-in-nigerias-health-sector/,Nigeria,hospitals/labs,low-resource trust gap,,low-resource trust gap,Health workers’ poor attitude is another major issue.,Shows trust and service attitude interact with diagnostic reliability.,,,,low,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q017
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q018,S037,A very thorough doctor,https://www.careopinion.org.uk/1333013,UK,primary care / NHS-linked review,positive listening,,positive listening,Gave me time whilst he listened.,"Shows listening, explanation and exam as valued safety signals.",,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q018
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q019,S038,Consultant saw me as a whole person,https://www.careopinion.org.uk/1065736,Northern Ireland / UK,specialist outpatient,whole-person care,,whole-person care,"Whole person, not just the pain.",Shows whole-person context can improve felt understanding.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q019
C_complaints,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,Research C / patient complaints and identification failures,quote,Q020,S039,Health visitor support for postpartum depression/anxiety,https://www.careopinion.org.uk/1328982,Northern Ireland / UK,home/community visit,continuity,,continuity,I always felt listened to.,Shows continuity and access are positive identification/support patterns.,,,,medium,02_extracted_evidence/quotes.csv,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q020
